Pageviews,Polarity,Subjectivity,WordCount,FleschReadingEase,Ot,Nt,Bom,Dyc,Pogp,AllScriptureCount,NameMentions,TimeElapsed,AppealToAuthority,WeToYouRatio,WordQuantity,UseOfI,WordsInItalics,QuotesInQuotationMarks,DaysElapsed,NameSearchResults,Name
51,0.2,0.52,4570,8.4,6,8,15,5,4,38,0,1986.9226666666666,1,147.842,1599,29,272,109,11195,3060000,Russell M. Nelson
28,0.23,0.59,1776,5.6,6,2,6,6,0,20,1,863.3546666666666,5,30.625,740,10,131,141,3134,3060000,Russell M. Nelson
32,0.26,0.58,3248,4.9,2,3,3,3,0,11,1,2091.4733333333334,5,23.439,1205,37,939,267,3488,3060000,Russell M. Nelson
34,0.16,0.5,4768,6.5,5,1,1,7,1,15,1,2482.2795,5,13.703,1501,103,189,185,10180,3060000,Russell M. Nelson
153,0.21,0.5,4374,6.6,8,6,7,13,4,38,1,1753.088,3,8.067,1406,49,746,221,9816,3060000,Russell M. Nelson
166,0.27,0.54,761,6.4,0,0,1,0,0,1,1,348.0661666666667,10,3.846,383,4,31,23,831,3060000,Russell M. Nelson
798,0.25,0.55,4332,6.4,0,4,4,0,1,9,1,1685.2301666666667,14,484.0,1064,89,272,435,2450,1540,Russell T. Osguthorpe
112,0.22,0.56,4554,7.4,4,7,0,2,0,13,2,2250.4346666666665,2,448.148,1329,51,417,522,12551,16500,Ruth E. Brasher
578,0.15,0.43,4942,6.9,0,1,8,9,2,20,0,2658.066,6,121.0,1609,92,639,437,1659,4390000,Ryan Holmes
16,0.22,0.46,935,6.9,0,0,0,0,0,0,0,378.5665,2,78.125,410,7,116,40,943,1810000,Ryan T. Barrett
25,0.15,0.5,5627,5.6,0,1,1,2,0,4,0,1821.376,4,10.746,1241,244,42,756,14798,74900,S. Dilworth Young
41,0.06,0.42,5511,5.5,3,58,2,14,1,78,0,1593.3653333333334,4,220.9,1476,31,378,597,6594,24700000,S. Kent Brown
59,0.12,0.45,1377,8.9,0,0,0,0,0,0,0,565.2693333333333,0,28.0,628,39,0,85,4485,23800,Sachiko V. Jensen
2328,0.19,0.52,5793,6.5,3,11,5,10,3,32,0,2255.942666666667,9,173.887,1589,53,678,656,6867,475000,Sara Lee Gibb
462,0.19,0.59,6298,7.9,3,8,1,2,0,14,1,1864.6586666666667,10,97.516,1734,117,743,415,539,257000,Sarah M. Coyne
598,0.14,0.52,3928,9.1,0,0,0,0,0,0,0,1408.2146666666667,13,190.44,1254,28,151,230,3276,49200,Sarah Westerberg
72,0.14,0.48,4822,7.6,0,1,4,14,1,20,1,1797.3586666666667,11,106.522,1439,96,1112,569,672,11600,Scott C. Esplin
14,0.15,0.46,4740,8.5,1,1,14,0,2,18,0,1471.8506666666667,10,192.114,1174,63,460,346,4130,10700,Scott D. Sommerfeldt
104,0.23,0.48,4533,6.6,0,4,6,4,0,14,1,1421.6746666666666,5,165.586,1145,85,477,481,4900,535000,Scott Duvall
2349,0.13,0.51,4698,8.8,1,4,2,0,0,7,1,1690.132,2,64.971,1534,70,385,202,1442,23800,Scott E. Ferrin
72,0.2,0.51,4072,7.8,1,6,4,4,0,15,0,1465.1913333333334,3,64.121,1399,116,344,406,1106,21000,Scott Swofford
207,0.2,0.52,5035,7.6,2,1,8,1,0,12,2,2225.6338333333333,6,39.185,1534,115,975,527,6776,3720000,Scott W. Cameron
25,0.2,0.46,1837,7.3,0,2,1,0,0,3,0,819.9746666666666,14,3.309,695,16,169,178,2877,33000,Sharon G. Samuelson
204,0.11,0.57,2237,7.8,1,0,2,0,0,3,0,910.1056666666667,4,2.925,882,18,517,227,1904,33000,Sharon G. Samuelson
20,0.21,0.49,1751,7.7,0,1,1,1,0,3,0,601.5661666666666,4,29.389,684,24,366,271,4690,33000,Sharon G. Samuelson
729,0.2,0.52,1922,7.9,0,0,0,0,0,0,1,825.6653333333334,2,1.14,739,36,51,41,2268,33000,Sharon G. Samuelson
5,0.18,0.52,1726,6.9,0,1,1,1,1,4,1,541.6706666666666,4,11.281,716,19,181,226,4088,33000,Sharon G. Samuelson
546,0.21,0.47,2162,7.5,2,0,4,1,2,9,0,2149.056,3,64.286,750,40,151,153,4816,33000,Sharon G. Samuelson
79,0.19,0.49,2049,7.3,0,2,0,3,0,5,2,807.1226666666666,1,16.9,743,21,254,74,2632,33000,Sharon G. Samuelson
33,0.23,0.46,2019,7.9,0,1,4,0,0,5,0,757.8746666666667,2,0.61,680,32,218,87,2996,33000,Sharon G. Samuelson
26,0.21,0.57,1925,6.5,0,1,2,5,0,8,0,752.9426666666667,2,3.769,718,21,0,216,3241,33000,Sharon G. Samuelson
34,0.26,0.47,1983,8.0,0,1,0,2,2,5,0,648.2133333333334,2,102.722,716,25,76,242,4333,33000,Sharon G. Samuelson
61,0.2,0.51,2127,7.8,0,1,3,2,0,6,0,859.2866666666666,6,0.831,708,20,122,162,2513,33000,Sharon G. Samuelson
71,0.18,0.51,2505,6.4,1,1,0,0,0,2,3,880.4606666666666,5,8.067,926,38,162,199,1533,33000,Sharon G. Samuelson
33,0.17,0.56,1869,7.9,1,3,2,2,0,8,0,722.6026666666667,5,0.015,638,12,342,70,3969,33000,Sharon G. Samuelson
19,0.21,0.55,1476,9.5,1,0,1,0,0,2,0,655.0226666666666,0,44.643,524,16,390,18,3360,33000,Sharon G. Samuelson
42,0.25,0.5,1095,7.6,0,1,0,1,0,2,0,360.8106666666667,5,4.694,491,15,22,64,5061,33000,Sharon G. Samuelson
32,0.18,0.55,1877,8.3,0,2,0,1,0,3,0,714.2066666666667,2,0.875,664,34,117,95,3605,33000,Sharon G. Samuelson
104,0.22,0.56,1924,6.0,0,0,1,1,0,2,1,654.3573333333334,4,37.926,701,22,331,114,4466,33000,Sharon G. Samuelson
16,0.1,0.44,4889,7.1,0,1,1,1,0,3,1,1419.968,25,5.263,1558,30,610,476,5586,120000,Shauna C. Anderson
62,0.17,0.5,4981,7.3,1,3,2,5,1,12,0,1722.8546666666666,4,190.132,1476,80,166,289,2667,1370000,Shawn W. Miller
15,0.17,0.5,3371,6.5,1,0,0,4,0,5,0,1243.4773333333333,18,49.39,1012,46,552,499,5649,924000,Sheldon F. Child
18,0.13,0.5,6108,6.6,2,6,30,7,1,46,1,1877.696,16,23.539,1684,96,409,776,5096,30300,Sheri L. Dew
5,0.17,0.56,5296,7.4,1,5,24,4,1,35,0,2028.224,9,177.311,1534,50,148,545,6454,30300,Sheri L. Dew
320,0.09,0.5,3509,6.0,0,11,1,2,0,14,1,1457.0806666666667,8,147.0,1107,84,543,225,1211,9200,Sherri Patten Palmer
20,0.09,0.5,3509,6.0,0,11,1,2,0,14,1,1457.0806666666667,8,147.0,1107,84,543,225,1211,9200,Sherri Patten Palmer
5,0.13,0.46,5096,7.9,2,0,4,5,0,11,1,1541.824,3,109.587,1692,58,448,468,4613,543000,Shirley R. Klein
946,0.19,0.5,4504,8.5,1,1,0,2,0,4,1,1664.2826666666667,11,145.2,1248,94,435,197,882,1110,Sondra Heaston
1978,0.17,0.54,4215,8.7,2,12,18,2,0,34,2,1591.3466666666666,9,56.25,1447,33,347,513,2842,19800,Spencer J. Condie
1810,0.17,0.55,5084,7.8,4,11,6,7,2,30,1,1940.5795,8,114.286,1744,74,343,433,13265,19800,Spencer J. Condie
2647,0.18,0.54,4890,7.5,0,0,2,3,1,6,0,2044.608,4,3.169,1282,50,189,286,14686,97700,Spencer W. Kimball
474,0.22,0.55,4927,7.9,0,3,0,2,0,5,1,1681.4293333333333,12,43.583,1365,94,601,435,14315,97700,Spencer W. Kimball
1297,0.16,0.54,4785,8.9,0,2,0,6,0,8,0,2041.856,1,22.05,1379,37,187,52,15050,97700,Spencer W. Kimball
5029,0.15,0.5,10454,6.8,5,14,0,17,1,37,1,2401.6426666666666,3,97.04,2032,89,1265,956,16123,97700,Spencer W. Kimball
1975,0.22,0.61,4087,7.0,8,6,1,5,2,22,0,1261.5893333333333,2,37.121,1274,45,482,503,15771,97700,Spencer W. Kimball
9,0.11,0.49,5248,8.9,0,1,2,5,1,9,0,1794.0693333333334,14,405.0,1641,49,831,515,7140,4410000,Stan A. Taylor
14760,0.13,0.47,4265,7.3,1,3,11,0,1,16,1,1991.2616666666668,34,76.737,1177,95,492,718,1995,15800000,Stanley A. Johnson
14401,0.13,0.44,3976,9.8,2,9,1,2,0,14,2,1542.1653333333334,2,316.455,1371,20,219,323,5642,2180,Stanley D. Neeleman
10089,0.17,0.5,3490,5.5,5,8,30,11,4,58,0,1433.3253333333334,8,315.062,1112,29,165,672,2079,680000,Stanley G. Ellis
849,0.25,0.51,4031,6.6,0,3,2,3,0,8,1,1834.364,4,75.919,1202,74,346,286,8652,1610,Stephen D. Nadauld
986,0.09,0.59,4539,4.9,1,3,4,2,0,10,3,2217.768,2,112.934,1064,137,420,1049,10038,4010000,Stephen E. Robinson
1634,0.13,0.46,3080,6.8,0,0,0,0,0,0,1,1345.8626666666667,0,385.333,1012,38,301,36,3185,62700,Stephen J. Bahr
227,0.19,0.53,3634,7.2,6,6,11,29,0,52,0,1338.048,7,520.2,1241,23,388,673,4277,28200000,Stephen Jones
4268,0.15,0.51,3146,5.6,2,4,21,4,0,31,0,1137.287,2,401.286,959,25,444,418,4954,28200000,Stephen Jones
8379,0.19,0.53,3634,7.2,6,6,11,29,0,52,0,1338.048,7,520.2,1241,23,388,673,4277,28200000,Stephen Jones
34,0.16,0.47,4683,7.4,0,4,0,4,1,9,1,2058.6026666666667,12,18.846,1108,122,54,809,15519,659000,Stephen R. Covey
15,0.21,0.48,5048,6.8,11,7,11,23,0,52,2,1736.0426666666667,5,113.357,1624,58,629,580,567,40100,Stephen W. Liddle
65,0.21,0.48,5048,6.8,11,7,11,23,0,52,2,1736.0426666666667,5,113.357,1624,58,629,580,567,40100,Stephen W. Liddle
23,0.22,0.52,4034,7.0,4,8,1,3,0,16,0,1643.08,0,320.133,1214,92,157,242,768,806000,Sterling C. Hilton
81,0.24,0.51,5911,7.0,3,0,0,0,0,3,0,1719.9786666666666,3,27.481,1502,116,140,440,14814,241000,Sterling W. Sill
169,0.14,0.47,3871,6.2,0,6,13,7,0,26,3,1687.8216666666667,9,136.29,1231,76,113,635,2758,82800,Steven C. Baugh
71,0.2,0.5,3776,8.0,9,1,5,1,0,16,0,1694.4146666666666,6,181.73,1128,47,406,238,3101,28900,Steven C. Wheelwright
9,0.24,0.52,2635,8.0,1,0,2,1,0,4,0,1270.2418333333333,4,13.018,965,21,181,42,943,3670000,Steven E. Snow
165,0.17,0.45,5575,7.8,0,4,0,12,0,16,2,2367.3986666666665,26,128.571,1611,55,664,305,2653,3670000,Steven E. Snow
2170,0.15,0.55,3326,6.9,1,12,3,0,0,16,0,1579.6511666666668,4,87.781,1224,23,130,322,1897,3670000,Steven E. Snow
858,0.1,0.52,3006,7.1,0,2,6,2,0,10,4,1541.4506666666666,1,138.273,1072,62,661,205,2709,5160000,Steven L. Taylor
999,0.15,0.48,4634,8.6,0,5,2,1,0,8,1,1587.4446666666668,23,47.41,1366,77,283,522,1288,740000,Steven M. Glover
81,0.11,0.55,2675,6.1,3,4,7,3,0,17,1,1196.048,2,5.062,1050,70,113,654,8400,544000,Susan Easton Black
120,0.18,0.48,5289,7.2,0,1,3,0,0,4,2,2146.8506666666667,2,255.148,1398,64,31,209,7413,400000,Susanne Johnson Davis
95,0.14,0.53,3427,8.7,0,0,10,0,0,10,0,1548.7586666666666,1,396.05,1001,54,568,87,2961,2670,Susan Sessions Rugh
240,0.25,0.51,2792,7.3,3,2,2,3,0,10,1,913.4293333333334,3,95.062,990,37,284,341,4849,751000,Susan W. Tanner
387,0.25,0.56,5865,5.8,14,3,15,1,1,34,3,2009.4506666666666,16,57.781,1518,108,720,630,4454,751000,Susan W. Tanner
891,0.18,0.48,5289,7.2,0,1,3,0,0,4,2,2146.8506666666667,2,255.148,1398,64,31,209,7413,400000,Susanne Johnson Davis
1674,0.11,0.46,4550,7.7,0,0,3,0,0,3,0,1529.7253333333333,10,12.302,1344,89,349,206,1379,850000,Suzanne Julian
260,0.16,0.51,4619,7.2,0,0,3,2,0,5,0,1613.1481666666666,2,115.103,1230,136,314,109,1883,147000,T. Jeffrey Wilks
947,0.16,0.51,4619,7.2,0,0,3,2,0,5,0,1613.1481666666666,2,115.103,1230,136,314,109,1883,147000,T. Jeffrey Wilks
262,0.11,0.48,4164,6.5,0,1,1,5,0,7,2,1622.9,5,153.0,1297,51,319,539,2177,6220,Tad R. Callister
95,0.17,0.49,7418,6.3,9,21,8,9,0,47,0,2352.0845,9,90.613,1933,52,842,1270,1925,6220,Tad R. Callister
251,0.19,0.53,3244,6.7,0,2,1,0,0,3,0,1403.516,16,38.281,1106,29,891,218,12952,6510,Ted E. Brewerton
900,0.19,0.56,4583,7.7,1,4,8,1,2,16,1,1600.0586666666666,2,5.727,1349,69,249,248,3542,3550000,Terry B. Ball
1301,0.35,0.53,822,7.7,0,0,0,0,0,0,0,407.53683333333333,0,5.263,400,6,20,130,831,6320,Terry R. Seamons
471,0.19,0.49,1017,6.8,0,0,0,0,0,0,1,432.6546666666667,3,8.805,423,16,26,14,1307,6320,Terry R. Seamons
373,0.34,0.57,688,7.0,0,0,0,0,0,0,0,310.1426666666667,1,1.44,353,8,26,21,1195,6320,Terry R. Seamons
633,0.35,0.54,522,7.1,0,0,0,0,0,0,0,258.0883333333333,0,3.368,270,4,27,23,943,6320,Terry R. Seamons
1200,0.17,0.49,7220,9.1,0,1,4,6,2,13,1,2110.826666666667,8,13.333,2222,57,675,1164,4375,9580,Terryl L. Givens
337,0.19,0.5,4286,5.8,0,2,16,4,3,25,0,3130.2026666666666,3,70.349,1028,45,1085,312,12406,80300,A. Theodore Tuttle
478,0.13,0.47,4420,8.3,0,12,2,1,3,18,1,2040.957,1,497.818,973,37,946,152,12810,577000,Theodore M. Burton
311,0.19,0.54,4186,8.9,3,2,0,2,0,7,0,2525.812,0,32.362,1148,25,164,294,11494,577000,Theodore M. Burton
15,0.22,0.49,3270,7.0,1,6,1,0,0,8,1,1150.6068333333333,5,96.267,1074,41,418,148,4011,971,Thomas A. Holmoe
15,0.15,0.51,4415,6.3,0,0,14,3,0,17,1,1488.576,11,170.667,1222,53,678,298,4270,2400000,Thomas B. Griffith
25,0.14,0.5,6129,8.4,0,0,2,0,0,2,0,2531.1671666666666,2,25.714,1880,53,355,650,1890,2400000,Thomas B. Griffith
1731,0.21,0.5,5459,8.8,0,3,1,4,0,8,1,1842.5386666666666,27,32.073,1587,36,888,604,6321,539000,Thomas B. Holman
5,0.19,0.47,4013,6.9,0,1,2,0,0,3,1,1576.4215,6,6.261,1212,60,566,132,2114,1630000,Thomas H. Fletcher
1501,0.16,0.47,3777,6.6,0,0,2,1,0,3,0,1558.8035,2,34.722,1302,69,255,165,2030,4440000,Thomas H. Morris
879,0.12,0.51,829,9.4,0,0,0,1,0,1,0,332.5706666666667,0,32.0,473,4,18,58,208,7500000,Thomas J. Stone
1499,0.14,0.43,4359,9.5,0,2,0,1,0,3,0,1542.848,12,47.368,1356,49,189,196,6041,4880,Thomas L. Erekson
29,0.14,0.43,4359,9.5,0,2,0,1,0,3,0,1542.848,12,47.368,1356,49,189,196,6041,4880,Thomas L. Erekson
712,0.17,0.54,4194,7.1,0,6,4,0,0,10,1,1963.1616666666666,8,33.283,1127,54,567,603,2212,466000,Thomas S. Monson
1647,0.17,0.48,4568,6.6,3,2,1,2,0,8,3,1929.2373333333333,7,23.0,1533,88,366,943,4398,466000,Thomas S. Monson
754,0.17,0.48,4657,5.4,1,8,0,2,4,15,3,2328.5906666666665,5,20.0,1485,82,611,660,3236,466000,Thomas S. Monson
4069,0.15,0.48,3848,6.4,1,3,1,0,0,5,1,2095.9946666666665,9,64.892,1336,75,369,507,3661,466000,Thomas S. Monson
671,0.25,0.55,5990,5.3,0,2,2,2,0,6,1,2782.5866666666666,122,25.813,1460,142,79,1379,2989,466000,Thomas S. Monson
1728,0.13,0.5,4092,6.4,1,3,1,1,0,6,2,1712.832,7,10.417,1330,67,133,586,4025,466000,Thomas S. Monson
420,0.12,0.51,829,9.4,0,0,0,1,0,1,0,332.5706666666667,0,32.0,473,4,18,58,208,7500000,Thomas J. Stone
376,0.2,0.48,3761,7.1,0,3,8,6,1,18,1,1285.4826666666668,7,63.114,1279,58,423,346,4620,4460,Thomas W. Sederberg
717,0.29,0.5,3634,6.7,9,11,16,6,2,44,1,1718.3186666666666,17,153.76,1139,35,225,468,3570,3890000,Timothy B. Smith
437,0.19,0.46,3982,7.9,0,3,3,0,0,6,0,1504.566,5,3.413,1312,45,366,115,4410,964000,Timothy J. Powers
531,0.17,0.48,4533,7.9,4,0,16,1,1,22,0,1868.7866666666666,10,197.167,1284,46,509,280,511,43100,Timothy W. McLain
1175,0.19,0.55,3828,7.3,0,3,1,0,0,4,1,1704.2986666666666,1,106.579,1165,97,1090,361,3787,2460,Tina Taylor Dyches
781,0.11,0.45,5347,4.3,2,4,8,4,1,19,1,1787.228,5,45.082,1423,194,533,378,1036,1410000,Todd B. Parker
113,0.12,0.49,4791,10.6,2,1,6,3,0,12,0,1847.0026666666668,3,84.174,1414,83,836,217,1267,34800,Trenton L. Hickman
170,0.16,0.45,4655,6.8,2,6,4,5,0,17,2,1294.6986666666667,13,128.133,1358,68,633,289,4515,392000,Troy W. Carlton
192,0.2,0.53,4346,4.9,0,4,4,12,1,21,1,1979.7546666666667,3,69.444,1391,48,414,445,6209,36700,Truman G. Madsen
782,0.14,0.52,3553,7.2,0,1,0,6,0,7,0,2116.784,7,42.481,1176,52,687,518,8463,36700,Truman G. Madsen
579,0.19,0.51,3151,6.9,2,2,1,3,0,8,0,2436.5426666666667,2,27.842,1043,32,28,258,12980,36700,Truman G. Madsen
471,0.12,0.53,4560,7.1,0,2,1,3,0,6,0,4155.752666666666,3,140.516,1259,56,152,220,1596,376000,Tyler J. Jarvis
211,0.17,0.55,3696,7.7,0,0,8,0,0,8,0,1580.1826666666666,6,144.118,1085,30,389,228,1477,201000,Ulisses Soares
997,0.18,0.49,3744,8.0,0,1,4,2,1,8,1,1113.4293333333333,10,612.0,1194,26,100,374,4921,518000,Val D. Hawks
442,0.12,0.51,3954,8.8,8,1,2,2,2,15,1,1722.728,0,100.0,1345,113,152,190,2345,338000,Val Jo Anderson
6292,0.12,0.52,4801,10.1,0,0,2,3,1,6,0,1363.9893333333334,6,44.8,1593,53,149,201,4585,27900,Van C. Gessel
971,0.12,0.49,10541,5.5,1,0,0,1,0,2,1,3370.0053333333335,5,30.332,1859,438,1204,2463,15997,17200,Vaughn J. Featherstone
1229,0.22,0.57,6473,6.7,0,3,17,2,5,27,2,1648.6613333333332,5,41.089,1280,149,2147,736,15577,17200,Vaughn J. Featherstone
3778,0.16,0.51,7388,5.4,10,0,0,0,0,10,2,4391.563666666667,11,41.024,1833,171,792,937,11398,17200,Vaughn J. Featherstone
1081,0.17,0.51,5050,5.9,0,2,2,0,0,4,0,1513.152,4,73.081,1441,104,658,821,14147,17200,Vaughn J. Featherstone
3813,0.13,0.48,6630,6.4,0,1,0,0,0,1,2,2513.7768333333333,15,39.706,1819,117,2183,727,13251,17200,Vaughn J. Featherstone
596,0.15,0.54,5323,6.8,0,2,1,1,0,4,3,1656.512,47,24.615,1637,106,697,660,11746,17200,Vaughn J. Featherstone
3556,0.12,0.49,5401,5.7,2,1,0,0,0,3,0,1671.872,5,15.515,1210,78,42,1985,15015,17200,Vaughn J. Featherstone
1520,0.21,0.57,5038,5.1,1,1,4,0,0,6,0,1519.6373333333333,5,23.045,1371,121,903,546,8106,17200,Vaughn J. Featherstone
5,0.12,0.48,7192,6.1,2,7,2,2,4,17,1,2332.352,23,175.879,1651,170,1158,968,13967,17200,Vaughn J. Featherstone
3635,0.1,0.47,10595,5.3,1,0,0,0,3,4,3,2852.885333333333,27,121.399,1920,316,989,2990,15087,17200,Vaughn J. Featherstone
1618,0.19,0.56,5730,5.0,4,0,1,4,0,9,0,1963.3706666666667,17,38.629,1584,141,527,1257,6125,17200,Vaughn J. Featherstone
1720,0.19,0.51,6047,5.7,0,0,0,0,0,0,1,2398.3586666666665,17,65.682,1508,151,473,912,12588,17200,Vaughn J. Featherstone
5,0.17,0.51,4542,7.4,5,3,1,1,1,11,1,2022.752,3,12.0,1323,78,1108,454,14415,12500000,Victor L. Brown
443,0.14,0.46,4846,8.2,0,1,1,5,1,8,0,2033.696,16,177.941,1423,38,1581,239,14989,12500000,Victor L. Brown
685,0.17,0.48,4110,6.7,3,2,1,0,0,6,1,2135.504,7,30.857,1281,93,1265,732,16086,12500000,Victor L. Brown
4335,0.13,0.46,6784,10.1,2,2,8,1,0,13,0,1647.9786666666666,2,475.0,1591,18,263,278,6979,92900,Victor L. Ludlow
9483,0.14,0.45,8313,7.7,1,10,2,6,0,19,0,1801.2373333333333,14,176.191,2218,71,740,766,6076,99600,W. Cole Durham Jr.
691,0.14,0.45,8313,7.7,1,10,2,6,0,19,0,1801.2373333333333,14,176.191,2218,71,740,766,6076,99600,W. Cole Durham Jr.
2132,0.17,0.5,5017,7.8,0,2,2,0,0,4,0,2214.866666666667,11,74.887,1523,76,262,250,7084,557000,W. Eugene Hansen
1114,0.1,0.54,3893,7.2,1,5,7,7,0,20,0,1356.48,6,189.391,1097,49,388,347,6034,98500,W. Gibb Dyer Jr.
151,0.1,0.54,3893,7.2,1,5,7,7,0,20,0,1356.48,6,189.391,1097,49,388,347,6034,98500,W. Gibb Dyer Jr.
736,0.16,0.51,5504,6.0,2,4,2,1,3,12,1,2799.326666666667,0,154.299,1325,89,889,530,12658,5960,W. Grant Bangerter
88075,0.2,0.51,3796,7.4,0,1,0,2,0,3,0,1793.6186666666667,0,7.2,1132,80,452,489,13650,5960,W. Grant Bangerter
1144,0.13,0.49,4863,6.4,4,6,4,2,0,16,1,1914.3763333333334,6,50.381,1301,81,553,814,15325,5960,W. Grant Bangerter
1407,0.18,0.47,4457,7.8,4,4,6,2,2,18,0,2011.1573333333333,17,24.025,1162,59,911,337,4307,31400,W. Rolfe Kerr
505,0.17,0.45,7393,7.5,2,0,0,2,0,4,1,1919.68,1,64.007,1799,112,118,281,6629,455000,W. Steve Albrecht
125,0.11,0.44,4179,7.0,0,3,7,0,0,10,1,1772.4538333333333,6,88.048,1162,89,1804,402,2750,46900,W. Vincent Wilding
688,0.14,0.53,4127,8.0,1,2,6,0,0,9,0,1529.0906666666667,5,277.778,1243,47,117,315,483,457,Wade J. Hollingshaus
805,0.26,0.58,3091,5.8,7,2,8,1,0,18,0,1352.7026666666666,4,6.333,965,53,398,164,2940,495000,Walter F. Gonzales
27,0.21,0.49,6146,6.4,0,0,4,0,0,4,1,2016.2773333333334,3,17.323,1538,101,45,476,7168,672000,Wendy L. Watson
820,0.22,0.52,3710,5.0,5,9,13,4,1,32,0,1648.2506666666666,3,130.612,1091,27,798,448,252,53100,Weatherford T. Clayton
22,0.21,0.49,6146,6.4,0,0,4,0,0,4,1,2016.2773333333334,3,17.323,1538,101,45,476,7168,672000,Wendy L. Watson
95,0.14,0.51,3605,5.6,0,9,8,3,0,20,2,1930.12,6,143.115,1055,67,116,974,2324,220000,Brad Wilcox
397,0.12,0.49,4573,7.7,0,5,5,0,0,10,0,1693.0346666666667,22,603.571,1469,55,325,396,6398,2170,Willard M. Hirschi
420,0.18,0.51,4180,7.5,2,7,32,10,1,52,0,1550.016,2,588.0,1260,54,0,304,3913,5260000,William A. Barrett
752,0.15,0.5,3918,8.2,1,4,0,0,3,8,1,1507.4166666666667,3,35.042,1290,63,697,189,1204,820000,William B. Lund
2533,0.11,0.44,4056,8.3,0,4,1,0,0,5,1,1725.536,4,90.613,1301,48,233,256,2205,3110,William G. Eggington
184,0.18,0.49,4652,7.4,0,6,4,8,2,20,2,1553.088,16,243.0,1409,53,579,627,4137,3940000,William H. Baker
37,0.22,0.56,2908,6.3,0,0,1,8,2,11,0,1679.4746666666667,0,13.136,708,33,275,149,12565,1200000,William R. Bradford
1706,0.14,0.52,3112,8.7,0,2,0,2,2,6,0,1780.688,0,288.0,1033,23,153,35,13174,1200000,William R. Bradford
1756,0.15,0.52,3146,8.6,0,3,0,2,2,7,0,1386.8586666666667,0,184.091,1037,28,126,172,5285,1200000,William R. Bradford
3044,0.29,0.52,3771,6.4,0,4,13,7,0,24,0,1667.4346666666668,4,76.79,950,61,703,447,11851,14300,Yoshihiko Kikuchi
300,0.22,0.52,2776,5.8,1,11,8,11,1,32,0,1626.1186666666667,14,8.76,897,56,290,317,2499,14300,Yoshihiko Kikuchi
3527,0.24,0.53,3445,5.8,0,6,1,2,0,9,0,2812.3586666666665,2,33.618,1019,62,163,314,12343,14300,Yoshihiko Kikuchi
